Date,Time,Plot _Number,Subwatrshed_Location,Hydrogeomorphic_Classification,Vegataion_Type ,Percent_Canopy,Percent_Herb,Percent_Shrub,Percent_Bare,Percent_Litter,Percent_Rock,Percent_Woody,Percent_Water,Percent_DC,Grazing_Intensity,Percent_Trample,Percent_Hoof_Punch,Percent_DC_Grazed,Manure_Count,Water_Type_Within_5m ,Number_of_Streams,Water_Within_5m_Dist,Water_Type_Within_10m ,Number_of_Streams,Water_Within_10m_or_more_Dist,Strem_Width,Closest_Water_Distance,Water_Type,Prox_to_Restoration_m,Restoration_Location,Quantity_of_Restoration_Structures,Stream_Restoration_Type,Incised ,Bank_Sloughing ,Cattle_Impact_on_Stream,Cattle_Trail_Crossing_or_Bedding_Area,Stream_Impacts,Notes
8/12/2025,12:42,129,CM,Dry ,Forb_Grass_Pine_Shrub,10,10,20,20,20,10,1,0,0,Moderate,25,0,0,0,None ,0,NA,None ,0,NA,NA,,,None,NA,0,None,No ,No ,No ,No,NA,"Very dry, rocky, and Shrubby"
8/12/2025,12:50,5,CM,Dry ,Sedge_Forb_Grass_Pine_Shrub_Fir,1,15,15,50,15,25,5,0,0,Moderate,5,1,0,1,Sm_Scale_Drainage,1,4,None ,0,NA,NA,4,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,Grazing,Manure is old
8/12/2025,12:57,146,CM,Dry,Shrub_Pine_Grass_Sedge_Rush,5,45,20,0,10,20,30,5,0,Moderate,10,3,0,1,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, grazing, trampling",
8/13/2025,8:10,65,CM,Depressional_Seasonal,Shrub_Grass_Forb_Pine,1,20,5,15,5,25,15,0,0,High ,45,0,0,5,Stream,1,0,None ,0,NA,NA,0,Stream,0,Inside,1,Log_Jam,No ,Yes,No ,No,Bank sloughing,"Manure is old and new, grazing,conifer encroached, stream is dry "
8/13/2025,8:21,136,CM,Depressional_Seasonal,Shrub_Grass_Forb_Pine,15,40,30,5,10,12,20,0,0,High ,15,0,0,3,Sm_Scale_Drainage,,0,None ,0,NA,NA,0,Sm_Scale_Drainage,0,Inside,1,Log_Jam,Yes,No ,Yes,No,"Incised (slightly), grazing","Manure is old, conifer encroached, sm scale drainage is dry "
8/13/2025,8:30,115,CM,Depressional_Seasonal,Shrub_Grass_Pine_Forb,15,55,25,5,5,3,7,0,0,High ,10,0,0,2,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,0,Inside,1,Log_Jam,No ,No ,Yes,Yes,Grazing,"Cows present outside plot, possible cattle trail through plot, sm scale drainage is dry "
8/13/2025,8:41,99,CM,Depressional_Seasonal,Grass_Forb_Shrub_Fir_Pine_Sedge,3,60,3,3,10,7,5,1,0,Moderate,8,0,0,2,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,None,NA,0,None,Yes,Yes,No ,No,"Incised, bank sloughing (starting)",sm scale drainage is dry 
8/13/2025,8:54,127,CM,Discharge_Slope,Pine_Grass_Forb,15,30,0,20,5,30,5,0,12,Moderate,15,0,10,5,None ,0,NA,Stream,1,20,2,20,Stream,None,NA,0,None,Yes,Yes,Yes,No,"Incised, manure, trampling, grazing, bank sloughing, stream is standing water only ","Cows grazing in meadow where plot is located, manure old and new"
8/13/2025,9:07,62,CM,Discharge_Slope,Pine_Shrub_Grass_Sedge_DC,5,60,25,1,3,20,1,5,20,High ,12,10,1,1,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,None,NA,0,None,Yes,No ,Yes,No,"Incised, DC grazing ",
8/13/2025,9:21,81,CM,Discharge_Slope,DC_Grass_Shrub_Sedge_Rush_Forb,0,90,3,0,0,0,0,3,7,Low ,10,7,0,1,Sm_Scale_Drainage,1,0,None ,0,0,NA,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, trampling, grazing",This plot is at the base of a hillside that's covered in DC
8/13/2025,9:29,140,CM,Discharge_Slope,Sedge_Grass_Forb_DC_Rush,0,90,0,5,0,0,0,5,10,Low ,5,0,5,5,Sm_Scale_Drainage,1,0,Stream,1,10,0.5,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Trampling, Grazing, hoof punch",
8/13/2025,9:39,118,CM,Discharge_Slope,Grass_Pine_Forb_Shrub_DC_Fir_Sedge,10,80,3,5,3,5,0,5,3,Moderate,5,7,1,3,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, manure, grazing, trampling",
8/13/2025,10:05,18,CM,Discharge_Slope,Pine_Grass_Shrub_Forb_Sedge,30,15,20,5,25,0,30,10,0,Low ,10,0,0,1,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,Yes,No,"Grazing, trampling","Manure is old, tons of holes in_the_plot"
8/13/2025,10:17,101,CM,Riparian_High_Gradient ,Forb_Grass_Pine_Sedge,5,45,0,3,2,3,30,10,10,Moderate,8,1,0,1,2 Sm_Scale_Drainage,2,0,None ,0,NA,NA,0,Sm_Scale_Drainage,0,Inside ,2,Log_Jam,No ,No ,Yes,No,Hoof punch,"Manure is old, cows visable on opposing side of meadow, log jam on either drainage "
8/13/2025,10:26,46,CM,Riparian_High_Gradient ,Forb_Grass_Sedge,0,85,0,3,0,8,0,1,0,High ,25,5,0,10,Sm_Scale_Drainage,1,0,Sm_Scale_Drainage,1,6,NA,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, trampling, manure","Cows about 15m away from plot, manure old and new, sm scale drainage is dry "
8/13/2025,10:42,22,CM,Riparian_High_Gradient ,Sedge_Grass_Pine,0,90,0,3,0,5,2,1,0,Low ,20,1,0,1,Sm_Scale_Drainage,2,"1 0, other <1m away",None ,0,NA,NA,0,Sm_Scale_Drainage,2 downstream,Downstream ,2,Log_Jam,No ,No ,Yes,No,"Hoof punch, grazing, manure, trampling","Manure is old, film visable in water and has an orangish hue"
8/13/2025,10:56,97,CM,Riparian_High_Gradient ,Shrub_Fir_Pine_Forb_Grass,15,5,5,15,10,15,50,0,0,Low ,10,0,0,NA,None ,0,NA,Both,2,"12, 19",2,12,Sm_Scale_Drainage,20 upstream,Upstream ,1,Log_Jam,Yes,Yes,Yes,No,"Hoof punch, grazing, incised, bank sloughing (starting),manure","The Sm_Scale_Drainagedoesn't have running water but the soil is fully saturated creating a mud pit, plot next to well"
8/13/2025,11:07,109,CM,Riparian_High_Gradient ,Sedge_Grass_Forb,0,80,0,10,0,0,0,10,0,Moderate,10,1,0,4,Sm_Scale_Drainage,1,0,Stream,1,0.5,2,0,Sm_Scale_Drainage,20 upstream,Upstream ,1,Log_Jam,Yes,Yes,Yes,No,"Bank sloughing (starting), trampling, grazing, manure, incised",This plot is near plot #97
8/13/2025,11:21,60,CM,Dry,Pine_Grass_Sedge_Shrub_Forb                                                                                                                          ,5,35,25,5,15,20,0,10,0,Moderate,20,1,0,2,Sm_Scale_Drainage,1,0,None ,0,0,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,Yes,No,"Hoof punch, grazing",Plot is on slope/hillside
8/13/2025,11:32,56,CM,Other,Shrub_Pine_Forb_Grass,25,30,30,10,15,20,5,0,0,Moderate,10,0,0,2,Sm_Scale_Drainage,2,"2,5",Sm_Scale_Drainage,1,8,NA,2,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, grazing, trampling",
8/13/2025,11:39,119,CM,Other,Grass_Pine_Shrub_Sedge,0,90,1,0,0,1,0,10,0,Moderate,0,1,0,4,Sm_Scale_Drainage,2,0,None ,0,NA,NA,0,Sm_Scale_Drainage,1 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, grazing","DC on drainage, film on top of warer"
8/13/2025,11:46,67,CM,Other,Shrub_Forb_Grass_Fir_Pine_Sedge,50,20,5,30,20,5,5,5,0,High ,3,7,0,11,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,3 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, grazing",Manure is old and new
8/13/2025,11:54,105,CM,Other,Shrub_Grass_Sedge_Pine_Fir_Forb,25,3,35,10,15,12,30,0,NA,Low ,1,0,0,2,None ,0,NA,Sm_Scale_Drainage,1,9,NA,9,Sm_Scale_Drainage,3 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,sm scale stream is dry
8/13/2025,12:46,110,CM,Subsurface_High_Gradient,Forb_Grass_Shrub,0,40,1,15,15,5,25,0,0,None ,10,0,0,0,None ,0,NA,None ,0,NA,NA,NA,NA,None,NA,0,None,No ,No ,No ,No,NA,
8/13/2025,12:55,114,CM,Subsurface_High_Gradient,Forb_Grass_Fir,0,30,0,10,5,5,30,0,0,High ,10,0,0,4,Sm_Scale_Drainage,1,1,None ,0,NA,NA,1,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Grazing, trampling",sm scale stream is dry
8/13/2025,1:06,26,CM,Subsurface_High_Gradient,Grass_Forb_Pine_Fir_Shrub,50,15,20,5,25,NA,NA,5,0,High ,10,10,0,5,None ,0,NA,Stream ,1,14,3,14,Stream ,None,NA,0,None,No ,Yes,Yes,No,"Trampling, hoof punch, bank sloughing (starting), Standing water only ","There's a whole patch of the plot that's covered in hoof punch, manure is old and new"
8/13/2025,2:11,128,CM,Depressional_Perenial,Grass_Forb_Sedge_Shrub_Rush,0,85,1,8,0,0,10,5,0,High ,40,0,0,3,Pond,1,0,Stream,1,0,2,0,Both,.5 downstream,Downstream ,1,Log_Jam,Yes,Yes,Yes,No,"stagnent water in pond, incised, manure, grazing, hoof punch, trampling, bank sloughing (minimal)","Manure is old and new, bank of stream is very compact in some areas, orange film present, cows were in plot/meadow when we arrived"
8/13/2025,2:19,103,CM,Depressional_Perenial, Shrub_Pine_Grass_Forb_Fir_Sedge,30,10,25,1,25,15,15,0,0,None ,2,0,0,1,None ,0,NA,Stream,1,4,NA,4,Stream,"7 downstream, 10 upstream",Both ,2,Log_Jam,Yes,Yes,Yes,No,"Incised, hoof punch, bank sloughing (starting), trampling, grazing","Manure is old, stream is murky, orange film is present on top of water"
8/13/2025,2:39,58,CM,Depressional_Perenial, Pine_Fir_Grass_Shrub_Forb,40,40,10,10,10,15,0,0,0,High ,20,0,0,0,Sm_Scale_Drainage,1,4,None ,0,NA,NA,4,Sm_Scale_Drainage,10 upstream,Upstream ,1,Log_Jam,Yes,No ,Yes,Yes,"Grazing, hoof punch, trampling, incised (slightly)","Cattle trail going through plot, plot is near well"
8/13/2025,2:46,137,CM,Discharge_Slope, Shrub_Grass_Pine,10,40,15,0,10,5,8,0,0,High ,2,0,0,7,Sm_Scale_Drainage,1,2,None ,0,NA,NA,2,Sm_Scale_Drainage,1 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,"Trampling, old hoof punch, grazing, manure","Manure is old, sm scale drainage is dry "
8/13/2025,2:59,50,CM,Other, Shrub_Fir_Grass_Pine_Forb,30,10,30,10,25,15,10,0,0,Low ,5,0,0,0,None ,0,NA,Sm_Scale_Drainage,1,17,NA,17,Sm_Scale_Drainage,4 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,sm scale stream is dry
8/13/2025,3:10,43,CM,Other,Forb_Grass_Sedge,0,75,0,15,0,0,0,1,0,Moderate,60,10,0,5,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,2 adjacent ,Inside ,1,Log_Jam,Yes,Yes,Yes,No,"Hoof punch, trampling, grazing, manure, incised, bank sloughing (starting)",mud pits dispersed throughout the plot
8/13/2025,3:18,19,CM,Other, Grass_Forb_DC_Pine_Sedge,0,75,0,5,0,10,15,0,5,Moderate,1,0,10,3,None ,0,NA,Sm_Scale_Drainage,1,9,NA,9,Sm_Scale_Drainage,9 adjacent ,Inside ,1,Log_Jam,No ,No ,Yes,No,"Severe hoof punch, and trampling",DC present on streambank
8/13/2025,3:30,135,CM,Other, Shrub_Grass_Pine_DC_Sedge_Rush_Forb,10,70,8,0,5,10,3,12,3,Moderate,5,0,0,0,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,1 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"Trampling, grazing",
8/13/2025,3:46,34,CM,Mound_Peatland,Pine_Grass_Shrub,10,20,1,5,20,20,15,0,0,High ,0,0,0,0,Sm_Scale_Drainage ,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage ,0,Inside ,1,Log_Jam,No ,No ,Yes,No,Grazing,sm scale drainage is dry
8/14/2025,7:52,125,CM,Subsurface_High_Gradient,Forb_Grass_Pine_Fir,0,80,0,10,5,1,10,0,0,High ,10,0,0,13,None ,0,NA,Sm_Scale_Drainage,1,7,NA,7,Sm_Scale_Drainage,4 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,"Old hoof punch, grazing",sm scale drainage is dry
8/14/2025,8:26,144,CM,Riparian_High_Gradient,Pine_Shrub_Grass_Forb_Shrub,10,65,1,0,20,5,20,1,0,Moderate,3,5,0,5,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,2 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"Severe hoof punch, maure, film present in water",Log_Jam makes the water pool up and cattle have walked through wet soil creating severe hoof punch
8/14/2025,8:44,71,CM,Riparian_High_Gradient,Grass_DC_Forb_Shrub_Pine_Sedge_Fir,20,40,5,5,25,3,15,8,15,Moderate,12,3,5,4,Sm_Scale_Drainage,2,0,None ,0,NA,NA,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, manure","Manure is old and new, Log_Jam stopping water making it stagnent"
8/14/2025,9:00,133,CM,Riparian_High_Gradient,DC_Grass_Sedge_Pine_Shrub_Forb,10,15,1,5,5,10,10,20,30,Moderate,10,25,5,3,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, grazing, manure","Manure is old and new, Log_Jam making area saturated w/ water causing severe hoof punch"
8/14/2025,9:23,47,CM,Riparian_High_Gradient,Grass_Forb_DC_Pine_Sedge,10,75,0,5,15,10,1,10,5,High ,0,7,5,6,Sm_Scale_Drainage ,2,0,Stream,1,13,3,0,Sm_Scale_Drainage,4 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, grazing","Manure is old and new, one wet and one dry sm scale drainage "
8/14/2025,9:38,24,CM,Riparian_High_Gradient,Shrub_Pine_Grass_Forb,5,45,5,0,15,10,5,0,0,High ,8,0,0,1,Sm_Scale_Drainage,1,3,None ,0,NA,NA,3,Sm_Scale_Drainage,.5 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"Severe hoof punch (18cm deep), grazing",Log_Jam making ground saturated causing severe hoof punch
8/14/2025,9:52,11,CM,Mound_Peatland,Grass_Forb_Pine_Fir,30,15,0,10,30,5,25,0,0,High ,10,0,0,16,None ,0,NA,Sm_Scale_Drainage,1,10,NA,10,Sm_Scale_Drainage,3 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,Yes,Grazing,Cattle trail through plot
8/14/2025,10:03,132,CM,Mound_Peatland,Forb_Pine_Grass_Shrub_Fir,5,15,1,15,10,7,25,0,0,High ,25,0,0,2,None ,0,NA,Sm_Scale_Drainage,1,23,NA,23,Sm_Scale_Drainage,5 upstream,Upstream ,1,Log_Jam,Yes,Yes,Yes,Yes,"Incised, trampling, bank sloughing, looks like cattle have crossed here, sm scale driange is dry ",Manure is old
8/14/2025,NA,13,CM,Riparian_High_Gradient,Pine_Grass_Forb_Shrub_Fir,3,25,1,15,10,5,25,0,0,High ,15,0,0,4,None ,0,NA,Stream,1,26,3,26,Stream,8 downstream,Downstream ,1,Log_Jam,No ,Yes,Yes,No,"Bank sloughing, grazing",Manure is old
8/14/2025,10:31,23,CM,Riparian_High_Gradient,Forb_Pine_Grass_Fir_DC,5,25,0,1,20,15,10,0,1,High ,5,0,0,7,Sm_Scale_Drainage,1,5,Both,2,"7,12",2,5,Sm_Scale_Drainage,4 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,Yes,"Trampling, hoof punch, grazing","DC patch in sm scale drainage, cattle trail along streambank"
8/14/2025,10:40,41,CM,Riparian_High_Gradient,Grass_Shrub_Forb_Sedge_Pine,10,20,10,5,10,25,10,25,1,High ,10,10,0,0,None ,0,NA,Stream,2,0,"3, 2",0,Stream,0,Inside ,1,Log_Jam,Yes,No ,Yes,No,"Hoof punch, grazing, trampling, incised","Stream breaks into 2 stream around plot then rejoins by Log_Jam, DC on stream"
8/14/2025,10:56,149,CM,Riparian_High_Gradient,Shrub_Pine_Forb_Sedge_DC_Grass,5,20,20,15,10,30,0,20,1,High ,1,1,10,0,None ,1,NA,Stream,0,0,1.5,0,Stream,None,NA,0,None,No ,No ,Yes,Yes,"Light hoof punch, grazing","DC upstream, stream rus through center of plot"
8/14/2025,11:15,36,CM,Riparian_High_Gradient,Forb_Pine_Grass_Fir,10,15,0,20,10,15,8,0,0,Low ,15,0,0,0,None ,0,NA,Stream,1,32,1.5,32,Stream,None,NA,0,None,No ,No ,Yes,Yes,"Hoof punch (light), grazing",Light cattle trail running alonside plot
8/14/2025,11:43,100,CM,Riparian_High_Gradient,Shrub_Grass_Fir_Forb_Pine,20,10,30,20,15,20,5,0,0,Moderate,15,0,0,0,None ,0,NA,Both,3," 7,11,20",2,7,Sm_Scale_Drainage,"4 upstream, 4 downstream",Both ,2,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, film on top of water",
8/14/2025,11:55,10,CM,Riparian_High_Gradient,Grass_Forb_Pine_Shrub_Sedge ,1,80,5,10,5,5,15,15,0,Low ,25,7,0,1,Sm_Scale_Drainage,3,"0, 1, 5",Stream,2,"9, 12",2,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,Yes,Yes,Yes,No,"Severe hoof punch, trampling, grazing, bank sloughing, manure, incised","Well in_the_plot, DC along drainages outside the plot"
8/14/2025,12:07,7,CM,Riparian_High_Gradient,Forb_Grass_Shrub_Pine,15,30,20,10,5,30,15,0,0,High ,0,0,0,1,None ,0,NA,Stream,2,"in the plot, 26","2 , 1",26,Stream,0,Inside ,1,Log_Jam,No ,No ,Yes,No,Grazing,stream in plot was dry 
8/14/2025,12:21,96,CM,Other,Grass_Forb,0,12,0,30,20,10,15,0,0,High ,50,0,0,3,None ,0,NA,Stream,1,28,2,28,Stream,10 upstream,Upstream ,1,Log_Jam,Yes,No ,Yes,No,"Grazing, incised",Near FS road
8/14/2025,12:37,16,"CM
",Other,Shrub_Grass_Forb_Pine,10,15,10,25,15,8,7,0,0,Moderate,15,0,0,1,None ,0,NA,Stream,1,50,2,50,Stream,.5 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,Manure is old
8/14/2025,12:45,32,"CM
",Other,Shrub_Grass_Forb_Pine_DC,10,15,10,20,5,30,7,20,3,Low ,0,1,0,1,None ,0,NA,Stream,1,0,5,0,Stream,4 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,
8/18/2025,11:07,3,RF,Riparian_Mid_Gradient,Shrub_Pine_Grass_Forb,0,5,30,10,25,15,25,0,0,Low ,5,0,0,3,None ,0,NA,None ,0,NA,NA,NA,NA,None,NA,0,None,No ,No ,Yes,No,NA,"Manure is old, possible bear sign (munched pine cones)"
8/18/2025,11:29,6,RF,Dry,Forb_Shrub_Grass_Pine,5,25,3,10,25,15,2,0,0,Low ,10,0,0,2,None ,0,NA,None ,0,NA,NA,NA,NA,None,NA,0,None,No ,No ,Yes,Yes,NA,"Manure is old, possible cattle trail but looks old, and not frequently used"
8/18/2025,11:37,92,RF,Dry,Shrub_Fir_Forb_Grass_Pine,20,8,80,5,15,3,10,0,0,Low ,3,0,0,2,None ,0,NA,Sm_Scale_Drainage,1,43,NA,43,Sm_Scale_Drainage,4 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,"Manure, trampling",
8/18/2025,11:56,57,RF,Riparian_Mid_Gradient, Shrub_Grass_Pine_Fir_Forb,5,10,50,8,15,40,0,0,0,None ,0,0,0,0,None ,0,NA,None ,0,NA,NA,NA,NA,None,NA,0,None,No ,No ,No ,No,NA,Wall of rock/blouders in plot 
8/18/2025,12:12,80,RF,Riparian_Mid_Gradient, Forb_Shrub_Grass,10,40,40,0,0,25,10,8,0,None ,0,0,0,0,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,No ,No,"None, this plot dpesn't appear to have any cattle impact",Flower diversity is very high
8/18/2025,12:21,64,RF,Riparian_Mid_Gradient,Shrub_Forb_Fir,0,10,15,0,5,75,0,1,0,None ,0,0,0,0,Sm_Scale_Drainage,1,0,None,0,NA,NA,0,Sm_Scale_Drainage,NA,NA,NA,None,No ,No ,No ,No,"None, water is running below rocks(we are in rock field) so we can hear it running but can barely see it ",
8/18/2025,12:32,59,RF,Riparian_Mid_Gradient,Forb_Pine_Grass_DC_Fir_Shrub,3,50,5,5,10,5,3,10,35,Moderate,15,10,20,3,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,"3 upstream, 5 downstream",Both ,2,Log_Jam,No ,No ,Yes,No,"Grazing(DC & other), hoof punch, trampling",
8/18/2025,12:58,39,RF,Riparian_Mid_Gradient,Forb_Shrub_Grass_Fir_Pine,15,30,12,5,5,12,25,10,15,Moderate,3,3,8,3,Both,2,"0, 5",None ,0,NA,3,0,Sm_Scale_Drainage,0,Inside ,1,Log_Jam,No ,No ,Yes,No,Manure is old,
8/18/2025,1:30,116,RF,Subsurface_Low_Gradient,Grass_Forb_Pine_Sedge,10,75,0,10,3,30,3,5,8,Moderate,15,5,0,2,Sm_Scale_Drainage,1,0,None ,0,NA,NA,0,Sm_Scale_Drainage,"10, 13, 17, 21 upstream",Upstream ,4,BDA,No ,No ,Yes,No,"Upstream of drainage has severe hoof punch and trampling in DC patch, manure",4 BDAs have made ground saturated making the perfect conditions for hoof punch
8/18/2025,1:46,30,RF,Subsurface_Low_Gradient,Sedge_Grass_Forb,0,95,0,3,0,0,0,2,0,Low ,15,5,0,2,Pond,1,1,Sm_Scale_Drainage,1,21,NA,1,Pond,"Adjacent to plot, 4, 8, 11 downstream",Inside ,4,BDA,No ,No ,Yes,No,"Adjacent to plot and downstream  has severe hoof punch and trampling in DC patch, manure","Well near plot, mud pits found in meadow, pond has trampling ciricle around its perimeter = possible congregation areas? "
8/18/2025,2:10,90,RF,Riparian_Mid_Gradient,Sedge_Grass_Forb_Pine_DC_Shrub,3,50,2,3,2,1,5,5,30,Moderate,25,3,25,2,Sm_Scale_Drainage,1,0,Stream,1,40,4,0,Sm_Scale_Drainage,"Log_Jam 0, 2 downstream, BDA 1, 8, 16 downstream",Inside ,5,Both,Yes,Yes,Yes,No,"Stream looks incised, and has bank sloughing, the drainage has hoof punch, trampling, grazing (DC & other), manure, 3 BDAs and 2 Log Jams","Severe trampling in DC patch, manure is old"
8/18/2025,2:21,31,RF,Riparian_Mid_Gradient,Shrub_Grass_Forb_Fir_Pine_Rush,20,25,25,1,15,35,1,10,10,Low ,10,15,1,1,Sm_Scale_Drainage,2,"0, 9",Stream,1,50,4,0,Sm_Scale_Drainage,"0, 3 upstream",Inside ,4,Both,No ,No ,Yes,Yes,"Trampling, grazing",Possible stream crossing w/ trampling and manure on rocky section of stream
8/18/2025,2:50,148,RF,Riparian_Mid_Gradient,Grass_Shrub_Forb_Pine_Sedge_DC_Fir,2,30,15,3,5,35,25,20,10,Moderate,5,0,5,1,Both,2,0,None ,0,NA,2.5,0,Both,"0, 2 downstream",Inside ,3,Both,Yes,No ,Yes,No,"Grazing, incised (starting)",
8/19/2025,8:03,83,CM,Other,Forb_Grass_Pine_Shrub,10,30,10,10,20,15,8,0,0,Moderate,0,0,0,0,Sm_Scale_Drainage ,1,1,None ,0,NA,NA,1,Sm_Scale_Drainage ,4 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,"Grazing, trampling","Trampling outside plot, sm scale drainage is dry"
8/19/2025,8:09,104,CM,Other,Shrub_Forb_Pine_Grass,10,20,1,10,20,12,5,0,0,High ,0,0,0,1,Sm_Scale_Drainage ,1,0,None ,1,10,NA,0,Sm_Scale_Drainage ,5 downstream,Downstream ,1,Log_Jam,No ,No ,Yes,No,Grazing,sm scale drainage is dry
8/19/2025,8:16,9,CM,Other,Grass_Forb_Pine_Fir,15,8,0,15,20,5,10,0,0,Moderate,8,0,0,4,None ,0,NA,Stream,1,48,1.5,48,Stream,None,NA,0,None,No ,No ,Yes,No,"Manure, grazing",DC present along stream and Grouse found at stream
8/19/2025,8:45,134,CM,Other,Grass_Pine_Forb_Sedge_DC,0,75,0,0,0,5,0,10,10,Moderate,20,5,10,3,Sm_Scale_Drainage,1,0,Stream,1,9.5,1.5,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Grazing, trampling, hoof punch, manure",
8/19/2025,8:54,122,CM,Other,Forb_Grass_Pine_DC_Sedge,5,85,0,0,3,8,3,10,8,High ,50,3,10,3,Sm_Scale_Drainage,2,0,None ,0,NA,NA,0,Sm_Scale_Drainage,15 upstream,Upstream ,1,Log_Jam,No ,No ,Yes,No,"Hoof punch, trampling, manure, grazing (DC & other)",Plot heavily impacted by cattle
8/19/2025,8:26,27,CM,Other,Forb_Grass_Pine,20,25,0,5,20,18,10,0,0,High ,5,0,0,5,None ,0,NA,Stream,1,50,1.5,50,Stream,2 downstream,Downstream ,1,Log_Jam,No ,Yes,Yes,No,"Manure, grazing, bank sloughing (starting), incision (starting), trampling",Plot near FS road
8/19/2025,8:36,20,CM,Other,Pine_Forb_Grass,0,8,0,30,15,15,5,0,0,Moderate,5,0,0,4,None ,0,NA,Stream,1,33,1.5,33,Stream,"3 downstream, 5 upstream",Both ,2,Log_Jam,No ,Yes,Yes,No,"Manure, grazing, trampling, incision (starting), bank sloughing (starting)","Plot near FS road, DC on stream"
8/19/2025,9:13,124,CM,Other,Grass_Sedge_Pine_Forb_Shrub,5,65,3,5,1,25,5,15,0,Moderate,30,10,0,1,Sm_Scale_Drainage,1,0,Stream,2,"20, 15",1.5,0,Sm_Scale_Drainage,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, trampling, amure, grazing","Plot (area of meadow) heavily impacted, DC present near drainage outside plot"
8/19/2025,9:38,85,CM,Riparian_High_Gradient,Pine_Grass_Shrub_Forb,15,70,10,20,5,5,3,1,0,High ,8,5,0,5,Sm_Scale_Drainage,2,"0.5, 1.5",None ,0,NA,NA,0.5,Sm_Scale_Drainage,None,NA,0,None,No ,Yes,Yes,No,"Crossing point w/ hoof punch, trampling, grazing, bank sloughing, maure",Cows in meadow 
RESAMPLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2025,1:05,81,CM,Discharge_Slope,Sedge_Grass_Forb_Shrub_Pine_DC,0,60,2,5,0,1,0,25,20,High,10,2,15,3,Both,3,0,None ,0,NA,1.5,0,Both,None,NA,0,None,No ,No ,Yes,No,"Hoof punch, grazing, trampling, DC munched ",
